================= Elementos Regalos ===================

Colección de ebooks para Kindle/Tablets/Celulares
Listado completo (Colección completa. Para ver el listado de la colección de 3000 ebooks ir al final del archivo)
Fecha: 23/02/2017
Total: 28.000 titulos (Actualizamos todas las semanas)
Consultas: elementosregalos@gmail.com

=======================================================

autor	titulo
Sophie Jordan	Firelight. Alma de fuego
Sophie Jordan	Vanish. Alma de niebla
Sophie Jordan	Hidden. Alma de luz
Sophie Kinsella	No te lo vas a creer
Sophie Kinsella	¿Te acuerdas de mí?
Sophie Kinsella	La reina de la casa
Sophie Kinsella	Una chica años veinte
Sophie Kinsella	Tengo tu número
Sophie West	Vendida
Sophie West	Sometida
Sophie West	Seducida
Sophie West	Compartida
Sophie West	Abandonada
Sophy Burnham	El tesoro de Montségur
Sor Juana Inés de la Cruz	Cartas
Sor Juana Inés de la Cruz	Los empeños de una casa
Sōseki Natsume	Sanshiro
Sōseki Natsume	Daisuke
Sōseki Natsume	Kokoro (trad. Yoko Ogihara)
Sōseki Natsume	Misceláneas primaverales
Sōseki Natsume	La puerta
Sōseki Natsume	El caminante
Sōseki Natsume	Kokoro
Sōseki Natsume	Botchan
Sōseki Natsume	Soy un gato
Sōseki Natsume	Luz y oscuridad
Spencer Johnson	¿Quién se ha llevado mi queso?
Stacy Schiff	Cleopatra
Stan Nicholls	Orcos
Stanislas Breton	Santo Tomás
Stanislas Dehaene	Aprender a leer
Stanislav Andreski	Las ciencias sociales como forma de brujería
Stanislav Grof	El juego cósmico
Stanislaw Lem	Golem XIV
Stanislaw Lem	La voz de su amo
Stanislaw Lem	Provocación
Stanislaw Lem	Memorias encontradas en una bañera
Stanislaw Lem	Congreso de futurología
Stanislaw Lem	Vacío perfecto
Stanislaw Lem	Regreso a Entia
Stanislaw Lem	Solaris
Stanislaw Lem	Solaris
Stanislaw Lem	Magnitud imaginaria
Stanislaw Lem	Diarios de las estrellas
Stanislaw Lem	Edén
Stanislaw Lem	El Invencible
Stanislaw Lem	La fiebre del heno
Stanislaw Lem	Solaris (trad. Matilde Horne)
Stanislaw Lem	Retorno de las estrellas
Stanislaw Lem	El breviario de los robots
Stanislaw Lem	Ciberíada
Stanislaw Lem	Máscara
Stanislaw Lem	Más relatos del piloto Pirx
Stanislaw Lem	Relatos del piloto Pirx
Stanislaw Lem	La investigación
Stanislaw Lem	La investigación (trad. J.Orzechowska)
Stanislaw Lem	El hospital de la transfiguración
Stanislaw Lem	Fábulas de robots
Stanley Ellin	Joc de testimonis
Stanley Ellin	Cal saber encaixar
Stanley G. Payne	Los militares y la política en la España contemporánea
Stanley G. Payne	El colapso de la República. Los orígenes de la Guerra Civil (1933-1936)
Stanley G. Payne	40 Preguntas fundamentales sobre la Guerra Civil
Stanley G. Payne	El fascismo
Stanley G. Payne	Franco
Stanley G. Payne	¿Por qué la República perdió la guerra?
Stanley G. Payne	Franco, el perfil de la historia
Stanley G. Payne	Falange. Historia del fascismo español
Stanley G. Weinbaum	Lo mejor de Stanley G. Weinbaum
Stanley Kubrick	Eyes Wide Shut
Stanley Kubrick	Napoleon
Stef Penney	La ternura de los lobos
Stefan Bachmann	Los Distintos
Stefan Bollmann	Mujeres y libros. Una pasión con consecuencias
Stefan Brijs	El hacedor de ángeles
Stefan Klein	La fórmula de la felicitat
Stefan Petrucha	Uktena
Stefan Petrucha	Destripador
Stefan Spjut	Ocultos
Stefan Wolf	El misterio de la calavera
Stefan Wolf	Terror en las aulas
Stefan Wolf	Atentado contra el «Flecha de plata»
Stefan Wul	Niork
Stefan Zweig	El legado de Europa
Stefan Zweig	Veinticuatro horas en la vida de una mujer
Stefan Zweig	¿Fue él?
Stefan Zweig	Américo Vespucio
Stefan Zweig	Amok
Stefan Zweig	Ardiente secreto
Stefan Zweig	Carta de una desconocida
Stefan Zweig	El amor de Erika Ewald
Stefan Zweig	El candelabro enterrado
Stefan Zweig	Brasil. País de futuro
Stefan Zweig	Erasmo de Rotterdam
Stefan Zweig	La embriaguez de la metamorfosis
Stefan Zweig	La impaciencia del corazón
Stefan Zweig	La mujer y el paisaje
Stefan Zweig	Las hermanas
Stefan Zweig	Los ojos del hermano eterno
Stefan Zweig	Noche fantástica
Stefan Zweig	Sueños olvidados y otros relatos
Stefan Zweig	Novela de ajedrez
Stefan Zweig	Tres maestros (Balzac, Dickens, Dostoievski)
Stefan Zweig	Tres poetas de sus vidas
Stefan Zweig	Viaje al pasado
Stefan Zweig	Balzac. La novela de una vida
Stefan Zweig	Romain Rolland
Stefan Zweig	El mundo de ayer
Stefan Zweig	Castellio contra Calvino
Stefan Zweig	Correspondencia
Stefan Zweig	Els prodigis de la vida
Stefan Zweig	La curación por el espíritu
Stefan Zweig	Fouché
Stefan Zweig	La lucha contra el demonio
Stefan Zweig	Mendel el de los libros
Stefan Zweig	Los milagros de la vida
Stefan Zweig	Momentos estelares de la humanidad
Stefan Zweig	Montaigne
Stefan Zweig	Magallanes
Stefan Zweig	María Antonieta
Stefan Zweig	María Estuardo
Stefan Zweig	Jeremías
Stefan Zweig	Una partida de ajedrez
Stefanie Gercke	En la tierra de los pasos perdidos
Stefanie Zweig	En un lugar de África
Stefano Benni	¡Tierra!
Steinar Bragi	El silencio de las tierras altas
Stel Pavlou	Las siete pruebas
Stella Gibbons	Navidades en Cold Comfort Farm
Stella Gibbons	Westwood
Stella Gibbons	Bassett
Stella Gibbons	La segunda vida de Viola Wither
Stella Gibbons	La hija de Robert Poste
Stella Gibbons	Flora Poste y los artistas
Stella Rimington	La invisible
Stella Rimington	El topo
Sten Nadolny	El descubrimiento de la Lentitud
Stendhal	Recuerdos de egotismo
Stendhal	La cartuja de Parma
Stendhal	Lamiel
Stendhal	Los Cenci y otras crónicas italianas
Stendhal	La abadesa de Castro
Stendhal	Narraciones y esbozos
Stendhal	Rojo y negro (trad. María Teresa Gallego Urrutia)
Steph Bowe	La chica del lago
Stephan Talty	Garbo, el espía
Stéphane Audeguy	La teoria dels núvols
Stéphane Hessel	El camino de la esperanza
Stéphane Hessel	¡Indignaos!
Stéphane Hessel	¡Comprometeos!
Stephanie Coontz	Historia del matrimonio
Stephanie Dray	Lily of the Nile
Stephanie Dray	Song of the Nile
Stephanie Dray	Daughters of the Nile
Stephanie Dray	The Princess of Egypt Must Die
Stephanie Laurens	Diablo
Stephanie Laurens	El juramento de un libertino
Stephanie Laurens	Tu nombre es Escándalo
Stephanie Laurens	La propuesta de un canalla
Stephanie Laurens	Un amor secreto
Stephanie Laurens	Todo sobre el amor
Stephanie Laurens	Todo sobre la pasión
Stephanie Laurens	Una noche salvaje
Stephanie Laurens	Sombras al amanecer
Stephanie Laurens	El amante perfecto
Stephanie Laurens	La novia perfecta
Stephanie Laurens	La verdad sobre el amor
Stephanie Laurens	Pura sangre
Stephanie Laurens	El sabor de la inocencia
Stephanie Laurens	Las razones del corazón
Stephanie Laurens	El sabor de la tentación
Stephanie Laurens	La promesa en un beso
Stephanie Lehmann	La botiga vintage Astor Place
Stephanie Perkins	Un beso en París
Stephanie Perkins	Lola y el chico de al lado
Stephen Arroyo	Manual de interpretación de la carta natal
Stephen Baxter	Evolución
Stephen Baxter	Inundación
Stephen Baxter	El arca
Stephen Baxter	Antihielo
Stephen Baxter	Las naves del tiempo
Stephen Benatar	La vida soñada de Rachel Waring
Stephen Blackmoore	Dirty Deeds
Stephen Chbosky	Las ventajas de ser un marginado
Stephen Chbosky	The Perks of Being a Wallflower
Stephen Crane	La roja insignia del valor
Stephen Crane	Maggie, una chica de la calle
Stephen Crane	La roja insignia del valor (trad. Aparicio-Belmonte)
Stephen Crane	Heridas bajo la lluvia
Stephen E. Ambrose	Hermanos de sangre
Stephen E. Ambrose	El puente Pegasus
Stephen Greenblatt	El giro
Stephen Greenblatt	El espejo de un hombre
Stephen Hawking	Breve historia de mi vida
Stephen Hawking	La teoría del todo
Stephen Hawking	Historia del tiempo
Stephen Hawking	Brevísima historia del tiempo
Stephen Hawking	El futuro del espaciotiempo
Stephen Hawking	Agujeros negros y pequeños universos
Stephen Hawking	El gran diseño
Stephen Hawking	El universo en una cáscara de nuez
Stephen Holmes	Anatomía del antiliberalismo
Stephen J. Rivelle	El cruzado
Stephen Jay Gould	La vida maravillosa
Stephen Jay Gould	The Structure of Evolutionary Theory
Stephen Jay Gould	Desde Darwin
Stephen Jay Gould	«Brontosaurus» y la nalga del ministro
Stephen King	Montado en la bala
Stephen King	Christine
Stephen King	Corazones en la Atlántida
Stephen King	Guns
Stephen King	Un saco de huesos
Stephen King	Throttle
Stephen King	El umbral de la noche
Stephen King	Cementerio de animales
Stephen King	Pesadillas y alucinaciones
Stephen King	Doctor sueño
Stephen King	22/11/63
Stephen King	Blockade Billy
Stephen King	La planta
Stephen King	El juego de Gerald
Stephen King	In the Tall Grass
Stephen King	A Face in the Crowd
Stephen King	Insomnia
Stephen King	It (eso)
Stephen King	The Shining
Stephen King	La cúpula
Stephen King	La tienda
Stephen King	Duma Key
Stephen King	It
Stephen King	Carrie
Stephen King	Desesperación
Stephen King	Batman and Robin Have an Altercation
Stephen King	La niebla
Stephen King	Cujo
Stephen King	The Bazaar of Bad Dreams
Stephen King	Todo es eventual
Stephen King	Ojos de fuego
Stephen King	El cazador de sueños
Stephen King	El resplandor
Stephen King	Danza macabra
Stephen King	Área 81
Stephen King	Joyland
Stephen King	Dolores Claiborne
Stephen King	Un rostro en la multitud
Stephen King	El pistolero
Stephen King	Las cuatro estaciones I. Primavera y verano
Stephen King	La llegada de los tres
Stephen King	Las cuatro estaciones II. Otoño e invierno
Stephen King	Las tierras baldías
Stephen King	Mago y cristal
Stephen King	Los ojos del dragón
Stephen King	La chica que amaba a Tom Gordon
Stephen King	El pasillo de la muerte
Stephen King	La historia de Lisey
Stephen King	Todo oscuro, sin estrellas
Stephen King	El ciclo del hombre lobo
Stephen King	La tormenta del siglo
Stephen King	Mientras escribo
Stephen King	Mr. Mercedes
Stephen King	Misery
Stephen King	Cell
Stephen King	Colorado Kid
Stephen King	Después del anochecer
Stephen King	Después de medianoche
Stephen King	La zona muerta
Stephen King	Finders Keepers
Stephen King	Misery
Stephen King	Canción de Susannah
Stephen King	El viento por la cerradura
Stephen King	La Torre Oscura
Stephen King	Lobos del Calla
Stephen King	En la hierba alta
Stephen King	The Stand
Stephen King	Dos historias para no dormir
Stephen King	La mitad oscura
Stephen King	Casa Negra
Stephen King	Historias fantásticas
Stephen King	El talismán
Stephen King	Revival
Stephen King	Mr. Mercedes
Stephen King	Salem’s Lot (Edición Ilustrada)
Stephen King	Tommyknockers
Stephen King	El retrato de Rose Madder
Stephen King	End of Watch
Stephen King	Tot és definitiu
Stephen King	Buick 8: un coche perverso
Stephen King	La expedición
Stephen King	Carrie
Stephen Koch	El fin de la inocencia
Stephen L. Carter	La dama negra
Stephen L. Carter	El emperador de Ocean Park
Stephen L. Macknik	Los engaños de la mente
Stephen Leather	El comienzo de la noche
Stephen Leather	El Infiltrado
Stephen Leather	El terrorista
Stephen Leather	Furia en la Sangre
Stephen Leather	Víctimas Colaterales
Stephen Leigh	Metamorfosis
Stephen Marlowe	Dominique
Stephen O’Shea	Los cátaros. La herejía perfecta
Stephen P. Maran	Astronomía para dummies
Stephen R. Donaldson	El jinete a través del espejo
Stephen R. Donaldson	Espejo de sus sueños
Stephen R. Donaldson	Los muros de Orison
Stephen R. Donaldson	El acoso de Mordant
Stephen R. Donaldson	El árbol único
Stephen R. Donaldson	La ruina del Amo Execrable
Stephen R. Donaldson	El reino herido
Stephen R. Donaldson	La guerra de Illearth
Stephen R. Donaldson	El portador del oro blanco
Stephen R. Donaldson	El poder que preserva
Stephen R. Lawhead	Mano de plata
Stephen R. Lawhead	La última batalla
Stephen R. Lawhead	Merlín
Stephen R. Lawhead	Taliesin
Stephen R. Lawhead	Bizancio
Stephen R. Lawhead	Pendragón
Stephen R. Lawhead	Grial
Stephen R. Lawhead	La guerra del paraíso
Stephen R. Lawhead	Arturo
Stephen Rabley	April in Moscow (Level 0)
Stephen Rabley	Tinkers farms
Stephen Richards Covey	Los 7 hábitos de la gente altamente efectiva
Stephen Vizinczey	Un millonario inocente
Stephen Vizinczey	En brazos de la mujer madura
Stephen Woodworth	Ojos violeta
Stephen Woodworth	Manos rojas
Stephen Woodworth	Sangre dorada
Stephenie Meyer	Crepúsculo
Stephenie Meyer	Luna nueva
Stephenie Meyer	Eclipse
Stephenie Meyer	Amanecer
Stephenie Meyer	La huésped
Stephenie Meyer	Crepúsculo, décimo aniversario
Stephenie Meyer	Vida y muerte
Stephenie Meyer	La segunda vida de Bree Tanner
Steve Alten	Aguas primitivas
Steve Alten	La resurrección maya
Steve Alten	MEG
Steve Alten	El lago
Steve Alten	Apocalipsis maya. La era del miedo
Steve Alten	Al borde del infierno
Steve Alten	Proyecto Omega
Steve Alten	El ángel de la muerte: Fin de los días
Steve Alten	El Testamento Maya
Steve Alten	MEG: la fosa
Steve Berry	El tercer secreto
Steve Berry	Los caballeros de Salomón
Steve Berry	La profecía Romanov
Steve Berry	La habitación de Ámbar
Steve Berry	La traición Veneciana
Steve Berry	El club de París
Steve Berry	La conexión Alejandría
Steve Berry	La búsqueda de Carlomagno
Steve Earle	No saldré vivo de este mundo
Steve Earle	I'll never get out of this world alive
Steve Erickson	Zeroville
Steve Hamilton	Sangre bajo cero
Steve Hamilton	El invierno de la luna del lobo
Steve Hamilton	El chico
Steve Hillard	El Bosque Negro
Steve Hockensmith	Orgullo y prejuicio: El amanecer de los zombis
Steve Lopez	El solista
Steve Martin	Un objeto de belleza
Steve Niles	Restos inmortales
Steve Niles	Rumores de los no muertos
Steve Perry	Tom Clancy: Net force
Steve Perry	Tom Clancy: Net force. Prioridades ocultas
Steve Perry	Tom Clancy: Net force. La red del mal
Steve Perry	Sombras del Imperio
Steve Perry	Conan el intrépido
Steve Roper	Campo 4. Recuerdos de un escalador de Yosemite
Steve Sem-Sandberg	El imperio de las mentiras
Steve Tesich	Karoo
Steven Barnes	Traición en Cestus
Steven Bauer	Historias asombrosas de Steven Spielberg
Steven Brust	Jhereg
Steven Brust	Yendi
Steven Brust	Teckla
Steven Brust	La guardia Fénix
Steven Connor	Parafernalia
Steven Eric Meretsky	Zork, The Forces of Krill
Steven Erikson	Las Puertas de la Casa de la Muerte
Steven Erikson	Los cazahuesos
Steven Erikson	Memorias del hielo
Steven Erikson	La casa de cadenas
Steven Erikson	Reaper’s Gale
Steven Erikson	Mareas de medianoche
Steven Erikson	La tempestad del Segador
Steven Erikson	Los jardines de la Luna
Steven Galloway	El violonchelista de Sarajevo
Steven Gould	Jumper
Steven Harper	Unity
Steven Levitt	Piensa como un freak
Steven Mithen	Arqueología de la mente
Steven Naifeh	Van Gogh. La vida
Steven Pinker	La tabla rasa
Steven Pressfield	La conquista de Alejandro Magno
Steven Pressfield	Puertas de fuego
Steven Pressfield	Vientos de guerra
Steven Pressfield	La Campaña Afgana
Steven Pressfield	Matad a Rommel
Steven Runciman	La caída de Constantinopla
Steven Runciman	La primera cruzada y la fundación del Reino de Jerusalén
Steven Runciman	El Reino de Jerusalén y el oriente franco 1100-1187
Steven Runciman	El Reino de Acre y las últimas cruzadas
Steven Savile	Arde conmigo
Steven Savile	La plata de Judas
Steven Savile	Trilogía de Von Carstein. Las Guerras de los Vampiros
Steven Saylor	Sangre romana
Steven Saylor	El enigma de Catilina
Steven Saylor	Imperio
Steven Saylor	La casa de las vestales
Steven Saylor	El brazo de la justicia
Steven Saylor	Corsarios del Nilo
Steven Saylor	El triunfo de César
Steven Saylor	Las Siete Maravillas
Steven Saylor	Cruzar el Rubicón
Steven Saylor	El cerco de Massilia
Steven Saylor	La adivina de Roma
Steven Saylor	El veredicto de César
Steven Saylor	La muerte llega a Roma
Steven Saylor	La suerte de Venus
Steven Saylor	Asesinato en la Vía Apia
Steven Saylor	Roma
Steven Weinberg	Los tres primeros minutos del universo
Steven Weinberg	Explicar el mundo
Stewart O’Nan	Noche de difuntos
Stewart O’Nan	Una oración por los que mueren
Stewart Wieck	Malkavian
Stewart Wieck	Toreador
Stieg Larsson	Los hombres que no amaban a las mujeres
Stieg Larsson	Els homes que no estimaven les dones
Stieg Larsson	La chica que soñaba con una cerilla y un bidón de gasolina
Stieg Larsson	La noia que somiava un llumí i un bidó de gasolina
Stieg Larsson	La reina en el palacio de las corrientes de aire
Stieg Larsson	La reina al palau dels corrents d’aire
Stig Dagerman	El hombre desconocido
Stuart Chase	The Tyranny of Words
Stuart M. Kaminsky	Camaleón rojo
Stuart M. Kaminsky	Disparen sobre Errol Flynn
Stuart M. Kaminsky	Jam
Stuart M. Kaminsky	Judy
Stuart M. Kaminsky	Los hermanos Marx en apuros
Stuart MacBride	El coleccionista de niños
Stuart MacBride	Luz mortecina
Stuart MacBride	Piel herida
Stuart Moore	Civil War
Stuart Neville	Los fantasmas de Belfast
Stuart Neville	Complicidad
Stuart Robertson	La vida de los piratas
Sue Grafton	X de rayos X
Sue Grafton	W de whisky
Sue Grafton	A de adulterio
Sue Grafton	B de bestias
Sue Grafton	C de cadáver
Sue Grafton	D de deuda
Sue Grafton	E de evidencia
Sue Grafton	F de fugitivo
Sue Grafton	G de guardaespaldas
Sue Grafton	H de homicidio
Sue Grafton	I de inocente
Sue Grafton	J de juicio
Sue Grafton	K de Kinsey
Sue Grafton	L de ley
Sue Grafton	M de maldad
Sue Grafton	N de nudo
Sue Grafton	O de odio
Sue Grafton	P de peligro
Sue Grafton	Q de quien
Sue Grafton	R de rebelde
Sue Grafton	S de silencio
Sue Grafton	T de trampa
Sue Grafton	U de ultimátum
Sue Grafton	V de venganza
Sue Harrison	La canción del río
Sue Harrison	El aullido del viento
Sue Harrison	La invocación de las estrellas
Sue Harrison	Madre tierra, padre cielo
Sue Harrison	Mi hermana la luna
Sue Harrison	Mi hermano el viento
Sue Monk Kidd	La vida secreta de las abejas
Sue Townsend	El diario secreto de Adrian Mole
Sue Townsend	La mujer que vivió un año en la cama
Sue Townsend	Adrian Mole: els anys del caputxino
Sue Welford	La Ciudad de las Estrellas
Suetonio	Vida de los doce césares (Trad. Cuatrecasas)
Suetonio	Vida de los doce Césares
Sun Tzu	El arte de la guerra
Sun Tzu	El arte de la guerra (v. Thomas Cleary)
Sun-mi Hwang	La gallina que soñaba con volar
Sunao Yoshida	La Estrella de la Desolación
Sunao Yoshida	El ángel de la arena ardiente
Sunao Yoshida	Los señores de la noche
Sunao Yoshida	El estigma de la santa
Sunao Yoshida	El trono de rosas
Sunao Yoshida	Desde el Imperio
Sunao Yoshida	Know Faith
Sunao Yoshida	El día del Juicio
Sunao Yoshida	Ruido silencioso
Sunao Yoshida	La corona de espinas
Susan Cooper	Sobre el mar, bajo la Tierra
Susan Cooper	Los seis signos de la luz
Susan Cooper	Brujaverde
Susan Cooper	El rey Gris
Susan Cooper	El árbol de plata
Susan Crawford	La sombra de la memoria
Susan Donovan	Take a chance on me
Susan E. Hinton	The Outsiders
Susan E. Hinton	Rebeldes
Susan E. Hinton	La ley de la calle
Susan Ee	El fin de los tiempos
Susan Ee	Angelfall
Susan Ee	World After
Susan Ee	El mundo del ma
Susan Ee	Ángeles caídos
Susan Elliot Wright	Todo lo que dejamos atrás
Susan George	Informe Lugano
Susan George	El informe Lugano II
Susan Hill	The Woman in Black
Susan Hill	La mano pequeña
Susan Hill	El hombre del cuadro
Susan Hill	La muñeca
Susan Hill	La mujer de negro
Susan Horowitz Cain	El poder de los introvertidos
Susan Sontag	El amante del volcán
Susan Sontag	Contra la interpretaci
Susan Sontag	En América
Susan Sontag	La conciencia uncida a la carne
Susan Sontag	Cuestión de énfasis
Susan Sontag	Bajo el signo de Saturno
Susan Sontag	El benefactor
Susan Sontag	Sobre la fotografía
Susan Sontag	Al mismo tiempo
Susan Sontag	Yo, etcétera
Susan Sontag	La enfermedad y sus metáforas. El sida y sus metáforas
Susan Sontag	Estuche de muerte
Susan Sontag	Estilos radicales
Susan Sontag	Ante el dolor de los demás
Susan Sontag	Renacida
Susan Wiggs	Cierra los ojos
Susana Constante	La educación sentimental de la señorita Sonia
Susana Fortes	Esperando a Robert Capa
Susana Fortes	La huella del hereje
Susana Fortes	El amante albanés
Susana Hernández Marcet	Contra las cuerdas
Susana Hernández Marcet	Cuentas pendientes
Susana Hernández Marcet	Curvas peligrosas
Susana Rodríguez Lezaun	Sin retorno
Susana Vallejo	Calle Berlín, 109
Susana Velázquez	Violencias y familias
Susana Velázquez	Violencias cotidianas, violencia de género.
Susanna Clarke	Jonathan Strange y el Sr. Norrell
Susanna Kaysen	Girl, Interrupted
Susanna Manrubia	Genes y genealog
Susanna Tamaro	Luisito: una historia de amor
Susanna Tamaro	Más fuego, más viento
Susanna Tamaro	Respóndeme
Susanna Tamaro	Donde el corazón te lleve
Susanna Tamaro	El misterio y lo desconocido
Susanna Tamaro	Escucha mi voz
Susie Moloney	El hechizo
Suso de Toro	Calzados Lola
Suso de Toro	Sete palabras
Suso de Toro	Trece campanadas
Suzanne Collins	Gregor. La profecía de la destrucción
Suzanne Collins	The Hunger Games
Suzanne Collins	Catching fire
Suzanne Collins	Mockingjay
Suzanne Collins	Los juegos del hambre
Suzanne Collins	Gregor. La profecía del gris
Suzanne Collins	En llamas
Suzanne Collins	Sinsajo
Suzanne Collins	Hungerspelen
Suzanne Collins	Fatta Eld
Suzanne Collins	Revolt
Suzanne Collins	Els jocs de la fam
Suzanne Collins	En flames
Suzanne Collins	L’ocell de la revolta
Suzanne O´Sullivan	Todo está en tu cabeza
Suzanne Rindell	La otra mecanógrafa
Suzanne Visser	Sushi
Suzy McKee Charnas	El tapiz del vampiro
Sven Hassel	General SS
Sven Hassel	¡Liquidad París!
Sven Hassel	Batallón de castigo
Sven Hassel	Camaradas del frente
Sven Hassel	Gestapo
Sven Hassel	La legión de los condenados
Sven Hassel	Los panzers de la muerte
Sven Hassel	Monte Cassino
Svetlana Alexievich	Voces de Chernóbil
Svetlana Alexievich	
Svetlana Alexievich	Los muchachos de zinc
Svetlana Alexievich	La guerra no tiene rostro de mujer
Sybil Leek	El Arte completo de la Brujería
Syd Field	El libro del guión
Sydney Fowler Wright	El mundo subterráneo
Sydney George Hopkins	Señor Dios, soy Anna
Sydney J. van Scyoc	Hijos de las mareas
Sylvain Reynard	El Príncipe
Sylvain Reynard	La alondra
Sylvain Reynard	El infierno de Gabriel
Sylvain Reynard	El éxtasis de Gabriel
Sylvain Reynard	La redención de Gabriel
Sylvain Saulnier	La pequeña María
Sylvia Day	Aftershock
Sylvia Day	Siete años para pecar
Sylvia Day	Un extraño en mi cama
Sylvia Day	Orgullo y placer
Sylvia Day	Suplícame
Sylvia Day	Sedúceme
Sylvia Day	Cautivada por ti
Sylvia Day	De carne y hueso
Sylvia Day	No te escondo nada
Sylvia Day	Reflejada en ti
Sylvia Day	Atada a ti
Sylvia Day	Somos uno
Sylvia Day	Salvaje
Sylvia Day	Los placeres de la noche
Sylvia Day	El calor de la noche
Sylvia Day	Ámame
Sylvia Day	No me tientes
Sylvia Day	Afterburn
Sylvia de Béjar Gonzalez	Tu sexo es tuyo
Sylvia Iparraguirre	El muchacho de los senos de goma
Sylvia Iparraguirre	La tierra del fuego
Sylvia Iparraguirre	El país del viento
Sylvia Iparraguirre	El Parque
Sylvia Iparraguirre	Encuentro con Munch
Sylvia Iparraguirre	En el invierno de las ciudades
Sylvia Iparraguirre	Probables lluvias por la noche
Sylvia Iparraguirre	La orfandad
Sylvia Nasar	Una mente prodigiosa
Sylvia Plath	Poesía completa
Sylvia Plath	La campana de cristal
Sylvia Plath	Soy vertical. Pero preferiría ser horizontal
Syrie James	Drácula, mi amor
Søren Kierkegaard	Temor y temblor
Søren Kierkegaard	La enfermedad mortal
Søren Kierkegaard	Diario de un seductor
Søren Kierkegaard	Apuntes sobre la Filosofía de la Revelación de F. W. J. Schelling (1841-1842)
Søren Kierkegaard	El concepto de la angustia
T. A. Barron	Los años perdidos de Merlin
T. C. Boyle	Música acuática
T. C. Boyle	El pequeño salvaje
T. C. Boyle	Las mujeres
T. E. D. Klein	Ceremonias macabras
T. E. Lawrence	Guerrilla / Junto a los ríos de Babilonia
T. E. Lawrence	Los siete pilares de la sabiduría
T. H. Lain	Los muertos que viven
T. H. Lain	Ciudad del fuego
T. H. White	La reina del aire y las tinieblas
T. H. White	El caballero malhecho
T. H. White	Una vela al viento
T. H. White	El libro de Merlín
T. H. White	La espada en la piedra
T. Harv Eker	Los secretos de la mente millonaria
T. J. Bass	Más que humano
T. J. English	Nocturno de La Habana
T. J. Klune	Dos hombres y un niño
T. Lobsang Rampa	La caverna de los antepasados
T. Lobsang Rampa	El médico de Lhasa
T. Lobsang Rampa	Historia de Rampa
T. Lobsang Rampa	El tercer ojo
T. S. Eliot	Terra erma
T. S. Eliot	La tierra baldía & Prufrock y otras observaciones
T. S. Eliot	Quatre Quartets
T. S. Learner	La esfinge
T. S. Learner	El mapa
T. W. Rolleston	Mitos y leyendas celtas
Tabitha King	Voces del silencio
Tabitha Suzuma​	Prohibido
Tad Hills	How Rocket Learned to Read
Tad Hills	Rocket Writes a Story
Tad Williams	Mar de luz plateada
Tad Williams	El corazón de las sombras
Tad Williams	El Trono de Huesos de Dragón
Tad Williams	La Roca del Adiós
Tad Williams	La Torre del Ángel Verde
Tad Williams	A través del Nido de Ghants
Tad Williams	La ciudad de la sombra dorada
Tad Williams	Río de fuego azul
Tad Williams	La montaña de cristal negro
Tad Williams	El ascenso de las sombras
Tad Williams	La canción de Cazarrabo
Tad Williams	Las sucias calles del cielo
Tad Williams	El juego de las sombras
Tad Williams	La frontera de las sombras
Tadea Lizarbe	Comiendo sonrisas a solas
Tagulo (Henry B. Hyams)	Nova Sento
Tahar Ben Jelloun	Partir
Tahar Ben Jelloun	Sufrían por la luz
Tahar Ben Jelloun	El 
Tahar Ben Jelloun	El islam explicado a nuestros hijos
Tahereh Mafi	Shatter Me
Tahereh Mafi	Destroy Me
Tahereh Mafi	Unravel Me
Tahereh Mafi	Fracture Me
Tahereh Mafi	Ignite Me
Tahereh Mafi	Destrózame
Takashi Hiraide	El gato que venía del cielo
Takashi Matsuoka	El honor del samurai
Takashi Matsuoka	El puente de otoño
Takiji Kobayashi	El camarada
Takiji Kobayashi	Kanikosen. El pesquero
Takuboku	Sin decir nada
Tamara Ireland Stone	El tiempo entre nosotros
Tamara Ireland Stone	Una y otra vez
Tamara Ireland Stone	Hasta la 
Tami Shem-Tov	La niña de los tres nombres
Tamiki Hara	Flores de verano
Tammara Webber	El amor es todo menos sencillo
Tana French	El lugar de los secretos
Tana French	La última noche de Rose Daly
Tana French	No hay lugar seguro
Tana French	En piel ajena
Tana French	Un lugar secreto
Tana French	El silencio del bosque
Tània Balló Colell	Las Sinsombrero
Tanith Lee	El señor de la noche
Tanith Lee	Hijos de lobos
Tanith Lee	Volkhavaar
Tanya Huff	El precio de la Sangre
Tanya Huff	El rastro de la Sangre
Tanya Huff	El linaje de la Sangre
Tanya Huff	El pacto de la Sangre
Tanya Huff	La deuda de la Sangre
Tanya Huff	La venganza de Aurek
Tanya Huff	La guardiana
Tanya Huff	La segunda llamada
Tara Moss	Te encontraré
Tara Sue Me	La experta
Tara Sue Me	La sumisa
Tara Sue Me	El dominante
Tariq Ali	A la sombra del granado
Tariq Ali	El libro de Saladino
Tariq Ali	Miedo a los espejos
Tarjei Vesaas	El palacio de hielo
Tatiana De Rosnay	Tinta rusa
Tatiana De Rosnay	La llave de Sarah
Tatiana De Rosnay	Tinta russa
Tawfiq Al-Hakim	Diario de un fiscal rural
Tayeb Saleh	
Taylor Caldwell	La columna de hierro
Taylor Caldwell	Capitanes y Reyes
Taylor Caldwell	Gloria y esplendor
Taylor Caldwell	Ángel malvado
Taylor Caldwell	Médico de cuerpos y almas
Taylor Caldwell	Diálogos con el diablo
